0,7
1,7
2,7
3,7
4,7
5,7
6,7
7,7
8,7
9,7
10,3
11,3
12,3
13,3
14,3
15,3
16,3
17,3
18,3
19,3
20,8
21,8
22,8
23,8
24,8
25,8
26,8
27,8
28,8
29,8
30,9
31,9
32,9
33,9
34,9
35,9
36,9
37,9
38,9
39,9
40,3
41,3
42,3
43,3
44,3
45,3
46,3
47,3
48,3
49,3
50,9
51,9
52,9
53,9
54,9
55,9
56,9
57,9
58,9
59,9
60,7
61,7
62,7
63,7
64,7
65,7
66,7
67,7
68,7
69,7
70,7
71,7
72,7
73,7
74,7
75,7
76,7
77,7
78,7
79,7
80,5
81,5
82,5
83,5
84,5
85,5
86,5
87,5
88,5
89,5
90,4
91,4
92,4
93,4
94,4
95,4
96,4
97,4
98,4
99,4
100,2
101,2
102,2
103,2
104,2
105,2
106,2
107,2
108,2
109,2
110,5
111,5
112,5
113,5
114,5
115,5
116,5
117,5
118,5
119,5
120,6
121,6
122,6
123,6
124,6
125,6
126,6
127,6
128,6
129,6
130,8
131,8
132,8
133,8
134,8
135,8
136,8
137,8
138,8
139,8
140,1
141,1
142,1
143,1
144,1
145,1
146,1
147,1
148,1
149,1
150,7
151,7
152,7
153,7
154,7
155,7
156,7
157,7
158,7
159,7
160,4
161,4
162,4
163,4
164,4
165,4
166,4
167,4
168,4
169,4
170,8
171,8
172,8
173,8
174,8
175,8
176,8
177,8
178,8
179,8
180,0
181,0
182,0
183,0
184,0
185,0
186,0
187,0
188,0
189,0
190,7
191,7
192,7
193,7
194,7
195,7
196,7
197,7
198,7
199,7
200,9
201,9
202,9
203,9
204,9
205,9
206,9
207,9
208,9
209,9
210,3
211,3
212,3
213,3
214,3
215,3
216,3
217,3
218,3
219,3
220,1
221,1
222,1
223,1
224,1
225,1
226,1
227,1
228,1
229,1
230,7
231,7
232,7
233,7
234,7
235,7
236,7
237,7
238,7
239,7
240,6
241,6
242,6
243,6
244,6
245,6
246,6
247,6
248,6
249,6
250,5
251,5
252,5
253,5
254,5
255,5
256,5
257,5
258,5
259,5
260,3
261,3
262,3
263,3
264,3
265,3
266,3
267,3
268,3
269,3
270,3
271,3
272,3
273,3
274,3
275,3
276,3
277,3
278,3
279,3
280,3
281,3
282,3
283,3
284,3
285,3
286,3
287,3
288,3
289,3
290,6
291,6
292,6
293,6
294,6
295,6
296,6
297,6
298,6
299,6
300,0
301,0
302,0
303,0
304,0
305,0
306,0
307,0
308,0
309,0
310,8
311,8
312,8
313,8
314,8
315,8
316,8
317,8
318,8
319,8
320,4
321,4
322,4
323,4
324,4
325,4
326,4
327,4
328,4
329,4
330,9
331,9
332,9
333,9
334,9
335,9
336,9
337,9
338,9
339,9
340,5
341,5
342,5
343,5
344,5
345,5
346,5
347,5
348,5
349,5
350,1
351,1
352,1
353,1
354,1
355,1
356,1
357,1
358,1
359,1
360,8
361,8
362,8
363,8
364,8
365,8
366,8
367,8
368,8
369,8
370,7
371,7
372,7
373,7
374,7
375,7
376,7
377,7
378,7
379,7
380,8
381,8
382,8
383,8
384,8
385,8
386,8
387,8
388,8
389,8
390,8
391,8
392,8
393,8
394,8
395,8
396,8
397,8
398,8
399,8
400,0
401,0
402,0
403,0
404,0
405,0
406,0
407,0
408,0
409,0
410,8
411,8
412,8
413,8
414,8
415,8
416,8
417,8
418,8
419,8
420,2
421,2
422,2
423,2
424,2
425,2
426,2
427,2
428,2
429,2
430,0
431,0
432,0
433,0
434,0
435,0
436,0
437,0
438,0
439,0
440,8
441,8
442,8
443,8
444,8
445,8
446,8
447,8
448,8
449,8
450,5
451,5
452,5
453,5
454,5
455,5
456,5
457,5
458,5
459,5
460,5
461,5
462,5
463,5
464,5
465,5
466,5
467,5
468,5
469,5
470,7
471,7
472,7
473,7
474,7
475,7
476,7
477,7
478,7
479,7
480,2
481,2
482,2
483,2
484,2
485,2
486,2
487,2
488,2
489,2
490,0
491,0
492,0
493,0
494,0
495,0
496,0
497,0
498,0
499,0
500,1
501,1
502,1
503,1
504,1
505,1
506,1
507,1
508,1
509,1
510,5
511,5
512,5
513,5
514,5
515,5
516,5
517,5
518,5
519,5
520,9
521,9
522,9
523,9
524,9
525,9
526,9
527,9
528,9
529,9
530,3
531,3
532,3
533,3
534,3
535,3
536,3
537,3
538,3
539,3
540,0
541,0
542,0
543,0
544,0
545,0
546,0
547,0
548,0
549,0
550,6
551,6
552,6
553,6
554,6
555,6
556,6
557,6
558,6
559,6
560,2
561,2
562,2
563,2
564,2
565,2
566,2
567,2
568,2
569,2
570,2
571,2
572,2
573,2
574,2
575,2
576,2
577,2
578,2
579,2
580,6
581,6
582,6
583,6
584,6
585,6
586,6
587,6
588,6
589,6
590,4
591,4
592,4
593,4
594,4
595,4
596,4
597,4
598,4
599,4
600,0
601,0
602,0
603,0
604,0
605,0
606,0
607,0
608,0
609,0
610,1
611,1
612,1
613,1
614,1
615,1
616,1
617,1
618,1
619,1
620,8
621,8
622,8
623,8
624,8
625,8
626,8
627,8
628,8
629,8
630,4
631,4
632,4
633,4
634,4
635,4
636,4
637,4
638,4
639,4
640,0
641,0
642,0
643,0
644,0
645,0
646,0
647,0
648,0
649,0
650,2
651,2
652,2
653,2
654,2
655,2
656,2
657,2
658,2
659,2
660,4
661,4
662,4
663,4
664,4
665,4
666,4
667,4
668,4
669,4
670,7
671,7
672,7
